company_id,name,acronym,in_catalogue,n_documents,regions,countries,sectors,corporate_group,place_listed,legal_form_listed,year_start_listed,year_end_listed,founded_date_observed,capital_observed,capital_year,head_office_observed,n_ties,n_board_ties,n_directors,first_year_observed,last_year_observed
immobilierebriqueterie,Société Immobilière La Briqueterie,,1,1,Maroc,Maroc,Sociétés foncières et immobilières,,Kénitra,,,,,,,: Kénitra,0,0,0,,
immobilierenordafricaineferryville,"Société Immobilière Nord-Africaine, Ferryville",,1,1,Tunisie,Tunisie,Sociétés foncières et immobilières,,,S.A,1899,,,,,"Tarare (Rhône), 75, r. de la République",0,0,0,,
immobiliereextremeorient,Société Immobilière d'Extrême-Orient,,1,1,Inde et Indochine; Indochine,Indochine,Sociétés foncières et immobilières,,Saïgon,,,,,15.000.000 francs,1936,"Paris, 76, rue Saint-Lazare, a déclaré qu'étant déjà",0,0,0,,
immobiliereorleansville,Société Immobilière d'Orléansville,,1,1,Algerie,Algérie,Foncières et immobilières,,,S.A,1932,,,800.000 fr.,1940,"20, rue Georges-Clemenceau à Orléansville",0,0,0,,
immobilieredarelbey,Société Immobilière de Dar-el-Bey,,1,1,Algerie,Algérie,Foncières et immobilières,,Constantine,,1881,1898,,1.500.000 francs,1898,"Constantine, il résulte :",0,0,0,,
immobilierekenitra,Société Immobilière de Kénitra,,1,1,Maroc,Maroc,Sociétés foncières et immobilières,,,,,,,,,: Kénitra,0,0,0,,
immobilieretourane,Société Immobilière de Tourane,,1,1,Inde et Indochine; Indochine,Indochine,Sociétés foncières et immobilières,,,,1907,,,167.500 fr.,1907,"de ladite société qui était en la même ville, rue du Faubourg",0,0,0,,
immobiliereagha,Société Immobilière de l'Agha,,1,1,Algerie,Algérie,Foncières et immobilières,,Alger,,,,,,,Alger,0,0,0,,
immobilierequartiercitadellehanoi,Société Immobilière du Quartier de la citadelle d’Hanoï,,1,1,Inde et Indochine; Indochine,Indochine,Sociétés foncières et immobilières,,,,1899,1904,,,,,0,0,0,,
immobilieresudannam,Société Immobilière du Sud-Annam,,1,1,Inde et Indochine; Indochine,Indochine,Sociétés foncières et immobilières,,Phanthiêt,,1939,,,2.500 $,1941,"98, quai de Bellevue à Phanthiet",0,0,0,,
immobilieresenegal,Société Immobilière du Sénégal,,1,1,Afrique occidentale francaise,Sénégal,Foncier et immobilier,,Dakar,S.A,1929,,,,,,0,0,0,,
immobiliereagricolecochinchine,Société Immobilière et agricole de Cochinchine,,1,1,Inde et Indochine; Indochine,Indochine,Sociétés foncières et immobilières,,Cantho,,,,,100.000 $,1949,"Cantho, boulevard Paul-Doumer, no 26, dont une copie du procès-verbal a été déposée",0,0,0,,
immobiliereagricolesudindochinoise,Société Immobilière et agricole sud-indochinoise,,1,1,Inde et Indochine; Indochine,Indochine,Héveas et caoutchouc,,,,,,,250.000 $,1926,Saïgon,0,0,0,,
immobilieretunisienne,Société Immobilière tunisienne,,1,1,Tunisie,Tunisie,Sociétés foncières et immobilières,,,,,,,,,"Tunis, 122, r. de Serbie",0,0,0,,
immobilierecommercialeagricolealgerieaintedeles,"Société Immobilière, Commerciale et Agricole d’Algérie, Aïn-Tédélès",,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,est commune de Lapasset,0,0,0,,
indiajutecy,Société India-Jute Cy,,0,2,Algerie; Tunisie,Algérie; Tunisie,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
indochinefilms,Société Indochine Films,,0,1,Indochine,Indochine,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
indochinoiseagriculture,Société Indochinoise d'Agriculture,,1,2,Inde et Indochine; Indochine,Indochine,"Héveas et caoutchouc; Rizières, rizeries, négoce de riz et autres céréales",,,,,,,200.000 piastres,1928,"Saïgon, rue Pellerin, n° 170",0,0,0,,
indochinoiseinformations,Société Indochinoise d'Informations,,1,1,Inde et Indochine; Indochine,Indochine,"Imprimerie, presse, édition",Les principaux quotidiens ou plurihedomadaires,Saïgon,,,,,,,,0,0,0,,
indochinoiseetudesminieres,Société Indochinoise d'études minières,,1,1,Inde et Indochine; Indochine,Indochine,Mines,,,,,,,,,"est à Saïgon, 45, rue Garcerie",0,0,0,,
indochinoisepeinturesaigonkhanhhoi,"Société Indochinoise de Peinture, Saigon-Khanh-hoi",,1,1,Inde et Indochine; Indochine,Indochine,Industries diverses,,,,,,,,,,0,0,0,,
indochinoiserecherchesminieres,Société Indochinoise de Recherches minières,,1,1,Inde et Indochine; Indochine,Indochine,Mines,,Haïphong,,1913,,,,,Haïphong,0,0,0,,
indochinoisetransportscommun,Société Indochinoise de Transports en commun,,1,1,Inde et Indochine; Indochine,Indochine,Transports terrestres et garages,,Hanoï,,,,,,,"est à Hanoï, no 87, route Mandarine",0,0,0,,
indochinoisemecaniqueateliersconstruction,Société Indochinoise de mécanique et d'ateliers de construction,SIMAC,1,1,Inde et Indochine; Indochine,Indochine,"Métallurgie, constructions mécaniques, électriques, navales",,Giadinh,,1938,1948,,2.520.000 piastres,1948,à l’effet de,0,0,0,,
indochinoiseremorquageacconage,Société Indochinoise de remorquage et d'acconage,SIRA,1,1,Inde et Indochine; Indochine,Indochine,"Transports fluviaux, maritimes et aériens; Transports fluviaux, maritimes et aériens. Ports, phares",,Saïgon,,,,,1.500.000 $,,"15 et 16, quai Le-Myre-de-Vilers, Saïgon",0,0,0,,
indochinoisetransportsaeriens,Société Indochinoise de transports aériens,SITA,1,1,Inde et Indochine; Indochine,Indochine,"Transports fluviaux, maritimes et aériens; Transports fluviaux, maritimes et aériens. Ports, phares",,Saïgon,,,,,2.800.000 piastres,1948,est à Saïgon,0,0,0,,
industriellemarocaineproduitsalimentairescasabanca,"Société Industrielle Marocaine de Produits alimentaires, Casabanca",SIMPA,1,1,Maroc,Maroc,Industries agro-alimentaires,,,,,,,700.000 francs,1934,,0,0,0,,
industriellemetallurgiqueindochine,Société Industrielle Métallurgique de l'Indochine,SIMI,1,1,Inde et Indochine; Indochine,Indochine,"Métallurgie, constructions mécaniques, électriques, navales",,Hanoï,,1939,,,,,"est à Hongkong, 10, Des Vœux Roads",0,0,0,,
industriellecochinchine,Société Industrielle de Cochinchine,,1,1,Inde et Indochine; Indochine,Indochine,Transports terrestres et garages,,Saïgon,,,,,,,"34, boulevard Norodom, SAIGON (Cochinchine)",0,0,0,,
industrielleconstructionsparispersan,"Société Industrielle de Constructions, Paris, Persan",,1,1,Empire (transversal),,Bâtiment et travaux publics,,,S.A,1928,,,1.700.000 fr.,1928,"est à Paris, 12, rue de Presles",0,0,0,,
industrielleceramiques,Société Industrielle de Céramiques,,1,1,Afrique occidentale francaise,Sénégal,Industries,,Dakar,Sarl,1949,,,1.000.000 francs,,"est fixé à Dakar, rue Robert-Brun, no 17. Sa durée sera de 99",0,0,0,,
industriellemecaniqueelectricitemadagascar,Société Industrielle de Mécanique et d’électricité de Madagascar,SIMEM,1,1,Madagascar et Djibouti,Madagascar,Industries,,Tananarive,,,,,40 millions francs,1955,,0,0,0,,
industrielleproduitsalimentairesalgerie,Société Industrielle de Produits alimentaires d'Algérie,,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,Arzew,0,0,0,,
industriellepreparationsapprets,Société Industrielle de Préparations et d'apprêts,,1,1,Algerie,Algérie,Cuirs et textiles,,Tlemcen,S.A,1950,,,155.000.000 francs,,"TLEMCEN, Route Nationale, no 7",0,0,0,,
industriellesavannakhet,Société Industrielle de Savannakhet,,1,1,Inde et Indochine; Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",,,,,,,65.000 $,1930,de la société à Savannakhet,0,0,0,,
industriellevinhhoiglaciere,"Société Industrielle de Vinh-Hoi, glacière",,1,1,Inde et Indochine; Indochine,Indochine,"Autres industries alimentaires; Bâtiment-travaux publics, matériaux de construction, céramiques; Industries alimentaires",Brasseries et glacières de l’Indochine,Saïgon,,,,,,,,0,0,0,,
industrielleafriquenordtraitementsousproduitsvigneolivier,Société Industrielle de l'Afrique du Nord pour le traitement des sous-produits de la vigne et de l'olivier,,1,1,Algerie,Algérie,Industries chimiques,,Alger,,,,,,,"Oran, 2, rue de Tlemcen",0,0,0,,
industrielleannamtonkinfabriqueboutonsgialam,"Société Industrielle de l'Annam-Tonkin, fabrique de boutons, Gia-Lam",,1,1,Inde et Indochine; Indochine,Indochine,Cuirs et textiles,,,,,,,,,,0,0,0,,
industriellepetitekabyliephilippevillecollobatna,"Société Industrielle de la Petite Kabylie, Philippeville, Collo et Batna",,1,1,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",,,,,,,22.500.000 francs,1954,,0,0,0,,
industriellevilleporttenes,Société Industrielle de la Ville et du port de Ténès,,1,1,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,,,,,,200.000 francs,1928,"94, rue de la Victoire, sous la présidence de",0,0,0,,
industrielleliege,Société Industrielle du Liège puis Industrielle Algérienne du Liège,,1,1,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",,Bougie,,,,,1.000.000 francs,1931,"est à Bougie, rue Zaouch-frères, maison",0,0,0,,
industriellecommercialeindochine,Société Industrielle et Commerciale de l’Indo-Chine,,1,1,Inde et Indochine; Indochine,Indochine,Héveas et caoutchouc,,,,,,,,,"est établi à Paris, rue Taitbout, 23 [siège de la Banque industrielle et",0,0,0,,
industrielleforestiereindochinescieriehamrong,"Société Industrielle et Forestière de l'Indochine, scierie, Hamrong",SIFIC,1,1,Inde et Indochine; Indochine,Indochine,"Bois, meubles, papier, allumettes",,,,,,,1.000.000 francs,1924,seize jours à l'avance pour l’assemblée,0,0,0,,
industrielleminiereainsefra,Société Industrielle et Minière d'Aïn-Sefra,,1,1,Algerie,Algérie,Mines et carrières,,,,1935,,,1.500.000 fr.,,Aïn-Sefra (Sud-Oranais),0,0,0,,
industrielleagricoleforestiereindochinebauca,"Société Industrielle, Agricole et Forestière d'Indochine, Bau-Ca",SIAFI,1,1,Inde et Indochine; Indochine,Indochine,"Bois, meubles, papier, allumettes",,,,1927,,,250.000 $,1929,,0,0,0,,
industriellecommercialeagricolepool,"Société Industrielle, Commerciale et Agricole du Pool",SICAP,1,1,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Agro-alimentaire,,Brazzaville,Sarl,1942,,,4.200 000 francs,1947,BRAZZAVILLE,0,0,0,,
intertropicaleexploitationscoteivoire,Société Intertropicale d’Exploitations de la Côte-d'Ivoire,,1,1,Afrique occidentale francaise,Côte d'Ivoire,Industries,,,,1927,,,5.000.0000 fr.,1933,"46, rue du Renard, Paris",0,0,0,,
italoamericainepetrole,Société Italo-Américaine pour le Pétrole,,1,2,Algerie; Tunisie,Algérie; Tunisie,Commerce,,Alger,,1904,1930,,,,GÊNES,0,0,0,,
jgnef,Société J. G. Nef,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
jguenin,Société J.-L. Guénin,,0,2,Algerie; Tunisie,Algérie; Tunisie,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
khmerematerielautomobile,Société Khmère de Matériel automobile,SOKMA,1,1,Indochine,Indochine,Transports terrestres et garages,,Pnom-Penh,S.A,1954,,,3.000.000 piastres,1990,"est à Hanoï, boulevard Bobillot, no 5",0,0,0,,
laitierealger,Société Laitière d’Alger,,1,1,Algerie,Algérie,Commerce,,,,,,,,,"ALGER , 2, bd Laferrière",0,0,0,,
lavocat,Société Lavocat,,0,1,Maroc,Maroc,Commerce,,,,,,,,,,0,0,0,,
nickelcaledonien,Société Le Nickel Calédonien,,1,1,Pacifique,Nouvelle-Calédonie (Mélanésie),Mines et métallurgie,,,,1905,,,3.500.000 fr.,1910,"est transféré au 61, rue d'Anjou",0,0,0,,
lemard,Société Lemard,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
filsprey,Société Les Fils de P. A. Rey,,0,1,Empire (transversal),,Groupes industriels transcoloniaux,,,,,,,,,,0,0,0,,
levesque,Société Levesque,,0,2,Indochine,Indochine,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
lorraineconstructionsmetalliques,Société Lorraine de Constructions métalliques,,0,1,Afrique equatoriale francaise,Afrique équatoriale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
louisfeltrin,Société Louis Feltrin et Cie,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,"27, avenue de la Liberté, B. P. 54, DAKAR (Sénégal)",2,0,0,1963,1963
lyonnaisetextilesthuykhue,"Société Lyonnaise de textiles, Thuy-Khuê",,1,1,Inde et Indochine; Indochine,Indochine,Cuirs et textiles,,,,,,,,,,0,0,0,,
malgachedesinsectisation,Société Malgache de désinsectisation,,1,1,Madagascar et Djibouti,Madagascar,Commerce,,,,,,,2.600.000 francs,,"— Le siège social est à Tananarive, 10, avenue de la Libération. Il",0,0,0,,
marbrierefelfelahernandezabeillefils,"Société Marbrière de Felféla, Hernandez, Abeille fils & Cie",,1,1,Algerie,Algérie,Mines et carrières,,Marseille,,1854,1858,,,,de la,0,0,0,,
marocaineelevagemazagan,"Société Marocaine d'élevage, Mazagan",,1,1,Maroc,Maroc,Industries agro-alimentaires,,,,,,,250.000 francs,1920,de la Société générale,0,0,0,,
marocainebanquecommerce,Société Marocaine de Banque et de commerce,,1,1,Maroc,Maroc,"Banques, groupes financiers, assureurs",,,,1907,1909,,1.200.000 fr.,1907,"à Paris, 4, rue d’Athènes. — Ordre du jour : Approbation",0,0,0,,
marocaineatlasoccidental,Société Marocaine de l'Atlas occidental,,1,1,Maroc,Maroc,Sociétés foncières et immobilières,,Casablanca,,1943,,,,,"est à Casablanca. 11, rue",0,0,0,,
marocainepaystropicauxnb,Société Marocaine des Pays Tropicaux. N. B,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
marocaineimmobilieredar,Société Marocaine immobilière Dar,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
marrakchiaexportation,Société Marrakchia d'exportation,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,1928-01-01,,,,1,0,0,1930,1930
masquelier,Société Masquelier,,0,1,Afrique equatoriale francaise,Cameroun,industries agro-alimentaires,,,,,,,,,,0,0,0,,
masquelierfils,Société Masquelier fils,,0,5,Indochine; Pacifique; Proche-Orient,Indochine; Nouvelle-Calédonie (Mélanésie); Nouvelles-Hébrides (Mélanésie); Syrie-Liban,Cuirs et textiles; Documentation générale (par ordre chronologique); Documents généraux (par ordre chronologique); Entreprises diverses; Sociétés diverses,,,,,,,,,,0,0,0,,
massena,Société Masséna,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
meunieresersoutiaret,"Société Meunière du Sersou, Tiaret",,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,"Tiaret, 3, r. du Moulin",0,0,0,,
minesincorpltd,Société Mines Incorp. Ltd,,0,2,Algerie; Maroc,Algérie; Maroc,Documents généraux (par ordre chronologique); Mines et carrières,,,,,,,,,,0,0,0,,
minierecaledonienne,Société Minière Calédonienne,,1,1,Pacifique,Nouvelle-Calédonie (Mélanésie),Mines et métallurgie,,New-York,,1901,,,,,est à Paris et dont les mines,0,0,0,,
minierecirteenne,Société Minière Cirtéenne,,1,1,Algerie,Algérie,Mines et carrières,,Constantine,S.A,1942,,,,,"Constantine, 4, rue du 11 Novembre",0,0,0,,
minierefrancobelge,Société Minière Franco-Belge,,1,1,Inde et Indochine; Indochine; Proche-Orient; Tunisie,Tunisie,Mines,,,,,,,3.800.000 francs,1930,de la Société minière- franco-belge,0,0,0,,
minieremercure,Société Minière Française du Mercure,,1,1,Algerie,Algérie,Mines et carrières,,,S.A,1938,,,510.000 francs,1940,de la Société minière française du mercure,0,0,0,,
minierenigerguinee,Société Minière Niger-Guinée,,1,1,Afrique occidentale francaise,Guinée Conakry,Mines,,,,1907,,,600.000 fr.,1907,"48, Victoire. —10 avril 1910. — Petites Affiches",0,0,0,,
miniereamaracherki,Société Minière d'Amara-Cherki,,1,1,Maroc,Maroc,Mines,,,,1927,1930,,2.000.000 francs,,"12, r. Blanche",0,0,0,,
miniereextremeorient,Société Minière d'Extrême-Orient,,1,1,Inde et Indochine; Indochine,Indochine,Mines,,,,1912,1927,,350.000 francs,1917,"49, Cambon. — 30 déc. — Gazette du Palais",0,0,0,,
miniereetudesindochinoises,Société Minière d'Études indochinoises,,1,1,Inde et Indochine; Indochine,Indochine,Mines,,,,,,,,,,0,0,0,,
minierethanmoiouminierethanhmoilangcai,"Société Minière de Than-Moi ou Minière de Thanh-Moi, à Lang-Caï",,1,1,Inde et Indochine; Indochine,Indochine,Mines,,,,,,,1.500.000 fr.,1913,"14, rue de Vézelay, Paris",0,0,0,,
miniereyenlinh,Société Minière de Yên-Linh,,1,1,Inde et Indochine; Indochine,Indochine,Mines,,,,,,,700 000 fr.,,"de la société 23 bis, boulevard",0,0,0,,
miniereestoubanghi,Société Minière de l'Est Oubanghi,,1,1,Afrique equatoriale francaise,Oubangui-Chari (Centrafrique),mines et industries,,,,1948,,,,,,0,0,0,,
minierechoumadiya,Société Minière de la Choumadiya,,1,1,Proche-Orient,Serbie-Yougoslavie,,,,,1929,1939,,12 millions francs,,"vient d'être transféré du 71, rue de Provence au 12, place Vendôme",0,0,0,,
minierebenin,"Société Minière du Bénin, puis Togolaise des Mines du Bénin",COTOMIB,1,1,Afrique occidentale francaise,Dahomey (Bénin),,,,,1954,,,,,,0,0,0,,
minierediahot,Société Minière du Diahot,,1,1,Pacifique,Nouvelle-Calédonie (Mélanésie),Mines et métallurgie,,,,1928,1932,,10.200.000 fr.,1930,"Paris, 94, r. de la Victoire",0,0,0,,
miniereniari,Société Minière du Niari,SOMINIA,1,1,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Mines,,Brazzaville,,1951,,,10.000.000 francs,,— Le siège social de la société est fixé à Brazzaville (A. E. F.),0,0,0,,
minieresiroua,Société Minière du Siroua,,1,1,Maroc,Maroc,Mines,,Casablanca,,1948,,,2.500.000 francs,1948,est à Casablanca,0,0,0,,
minieretonkinlanghit,Société Minière du Tonkin à Lang-hit,,1,1,Inde et Indochine; Indochine,Indochine,Mines,,,,,,,,,,0,0,0,,
miniereindustrielleslovenie,Société Minière et Industrielle de Slovénie,,1,1,Proche-Orient,Serbie-Yougoslavie,,,,,1928,1934,,3.500.000 francs,1929,"est transféré 43, rue du Bac",0,0,0,,
minieretransindochinoise,Société Minière transindochinoise,,1,1,Inde et Indochine; Indochine,Indochine,Mines,,,,1929,1935,,3.500.000 francs,1929,"31, rue Richard [sic : Richaud], à Saïgon. Capital 3.500.000 fr., en",6,0,0,1929,1929
mixtemadagascar,Société Mixte de Madagascar,,1,1,Madagascar et Djibouti,Madagascar,Mines,,Lyon,,1905,,,400.000 francs,1906,"Lyon, 3, place Meissonier, a été",0,0,0,,
